Company,Question,Date
Data Analyst at Datamatics Global Services was asked...,Write the name of 7 OSI Layers present in an OSI Model?,8-Aug-17
Data Analyst at Datamatics Global Services was asked...,On a scale of 1 to 10 rate yourself in Java.,8-Aug-17
Data Analyst at SPi Global was asked...,why this job?,26-Sep-17
Data Analyst at Innointel was asked...,"basics of Machine learning, data structure, python.",7-Jan-18
Financial Data Analyst at SmartCube was asked...,Case study,31-Oct-17
Trainee Data Analyst at GreenPoint Global was asked...,Ms excel shortcuts,14-Dec-17
Data Analyst at AntiZ Technologies was asked...,What tools and software you used in your undergrad project ??,11-Mar-18
Data Analyst Trainee at NIIT Technologies was asked...,Questions on OOP's and was focused on my project. Some Question on validation.,10-Jun-19
Data Analyst at Aarna was asked...,Tell me about you !,23-Dec-19
Data Analyst at Voiro was asked...,"Asked about my assignment which was a data analysis assignment in Excel. Also, about my past experience and what kind of tools I prefer in my analysis problems.",24-Dec-19
Data Analyst at Nestaway Technologies was asked...,question on SQL joins,30-Apr-20
Data Analyst at Knowlarity Communications was asked...,What projects did you worked upon ?,25-Aug-17
Data Analyst at Simple & Real Analytics was asked...,Tell me about your projects related to data analyst field?,3-Feb-19
Junior Data Analyst at McKinsey & Company was asked...,What’s 0.23*0.57,5-Dec-18
Associate Data Analyst at Datamatics Staffing Services was asked...,About SQL Joins specially Left Joinss.,8-Mar-19
Data Analyst at CloudCover was asked...,worst,11-Mar-19
Data Analyst at Indegene was asked...,Have you studied python and R languages,12-Mar-19
Senior Data Analyst at Ingrainhub was asked...,Tell me how you would a backend database of e-commerce app/website data will look like or be designed? Explain what tables will be necessary to have- which columns will each have?,25-Mar-19
Data Analyst at ZAPR Media Labs was asked...,"First round- I was given Two python code (Simple) mainly to see how much you are comfortable with pandas,numpy, matplotlib & other libraries, It was easy and some SQL queries, those are also easy. But I feel that you may have okay command in python but you have to be good in SQL and DBMS. All the questions are easy I made all the SQL question and 1 code (Round was of 1 Hour) Questions were basically to check do I know some function like rank(), dense_rank(), nested query, joins, data visualization and pandas basically 2nd Round - A senior data analyst taken interview (specifical discussion) on what I have written on the previous round. Although the previous questions are a bit easy. But in this round, he started to change those question a bit and I need to write down queries or logic of that and asked some python fundamentals along with DBMS fundamentals(This Round Takes 1+ hour). I was nervous as hell, He told me don't be you are doing great, some answers I gave wrong because of my nervousness but correct it immediately. He understands my situation and last he told me I perform well 3rd round- was to check the business sense and problem-solving ability. my question was a car company want to sell an x name car. so how he does analysis or campaigning to choose a correct city or medium to launch that product and ease business. after that, I was told about their way of business and ask some basic question if you were facing some situation how you will deliver. He told me you need to more fluent on speaking but you did well. Then he came and told me to wait for my next round(It takes almost an hour in this round). 4th Round- I was told about the product part of the company and asks me some basics of networking, DS, OS and mainly ask what I understand of this technology. and check my capability is I can pull these technologies, so asked some basic questions (It took almost 40 mins) 5th Round was HR and questions was why you wanna left your previous company and what bothers you the most, what if you get big fish then whether you left this one also. They ask about my hobbies. rest is a simple question (Never underestimate this round you should not be overconfident and behave badly in any means )(It takes 40 mins ) I went there at 11:00 am and my last round completed at 7:00 pm and guess what after all (I cleared all my rounds). HR came and told me You can leave for the day we will inform you. I felt gloomy. It was all the effort gone waste. But on the very next morning, she called me to congratulate. I felt relaxed and sleep well for the entire day",4-Apr-19
Data Analyst at eClerx was asked...,basic questions were asked interview was good.,26-May-19
Data Analyst at Flipkart was asked...,"Joins, Sub_ query, count, sub-query plus view",15-May-19
Data Analyst - Senior Executive at Paisabazaar.com was asked...,The logical questions were a little tricky.,4-Jun-19
Data Analyst at Apple was asked...,"Questions were more of Data minings, aggregations and few case study questions. overall I liked the interview questions but whats the use when you didnt get to know the proper feedback.",26-Jun-19
Senior Data Analyst at DemandMatrix was asked...,Discussion around resume parser.,27-Jul-19
Data Analyst at Innoventes Technologies was asked...,"A little bit about Data structures, Data Modelling.",20-Oct-19
Data Analyst at E2E Research Services was asked...,"Be relax. Answer anything, they just need your good communication skills and your commitment to the company (i.e. you won't quit the company if you got an offer from an MNC). Rest all they will teach you.",25-Jul-19
Senior Data Analyst at Walinns was asked...,Challenging projects you have come across in the analytics industry?,24-Nov-18
Associate Data Analyst at Softcrylic was asked...,They were looking for pure coder. There should not be compromise with coding. With these they were checking data structure . Logical thinking also checked,11-Mar-19
Senior Data Analyst at Ingrainhub was asked...,Tell me how you would a backend database of e-commerce app/website data will look like or be designed? Explain what tables will be necessary to have- which columns will each have?,25-Mar-19
Data Analyst at ZAPR Media Labs was asked...,"First round- I was given Two python code (Simple) mainly to see how much you are comfortable with pandas,numpy, matplotlib & other libraries, It was easy and some SQL queries, those are also easy. But I feel that you may have okay command in python but you have to be good in SQL and DBMS. All the questions are easy I made all the SQL question and 1 code (Round was of 1 Hour) Questions were basically to check do I know some function like rank(), dense_rank(), nested query, joins, data visualization and pandas basically 2nd Round - A senior data analyst taken interview (specifical discussion) on what I have written on the previous round. Although the previous questions are a bit easy. But in this round, he started to change those question a bit and I need to write down queries or logic of that and asked some python fundamentals along with DBMS fundamentals(This Round Takes 1+ hour). I was nervous as hell, He told me don't be you are doing great, some answers I gave wrong because of my nervousness but correct it immediately. He understands my situation and last he told me I perform well 3rd round- was to check the business sense and problem-solving ability. my question was a car company want to sell an x name car. so how he does analysis or campaigning to choose a correct city or medium to launch that product and ease business. after that, I was told about their way of business and ask some basic question if you were facing some situation how you will deliver. He told me you need to more fluent on speaking but you did well. Then he came and told me to wait for my next round(It takes almost an hour in this round). 4th Round- I was told about the product part of the company and asks me some basics of networking, DS, OS and mainly ask what I understand of this technology. and check my capability is I can pull these technologies, so asked some basic questions (It took almost 40 mins) 5th Round was HR and questions was why you wanna left your previous company and what bothers you the most, what if you get big fish then whether you left this one also. They ask about my hobbies. rest is a simple question (Never underestimate this round you should not be overconfident and behave badly in any means )(It takes 40 mins ) I went there at 11:00 am and my last round completed at 7:00 pm and guess what after all (I cleared all my rounds). HR came and told me You can leave for the day we will inform you. I felt gloomy. It was all the effort gone waste. But on the very next morning, she called me to congratulate. I felt relaxed and sleep well for the entire day",4-Apr-19
Data Analyst at eClerx was asked...,basic questions were asked interview was good.,26-May-19
Data Analyst at Flipkart was asked...,"Joins, Sub_ query, count, sub-query plus view",15-May-19
Data Analyst at MaxVal Group was asked...,Self intro,3-Jul-19
Senior Data Analyst at DemandMatrix was asked...,Discussion around resume parser.,27-Jul-19
Data Analyst at Innoventes Technologies was asked...,"A little bit about Data structures, Data Modelling.",20-Oct-19
Data Analyst at E2E Research Services was asked...,"Be relax. Answer anything, they just need your good communication skills and your commitment to the company (i.e. you won't quit the company if you got an offer from an MNC). Rest all they will teach you.",25-Jul-19
Data Analyst at Surya was asked...,"In HR , why modak?",10-Nov-19
Data Analyst at In22labs was asked...,Any Real-time scenario was given on the spot,4-Jun-20
Data Analyst at The Smart Cube was asked...,Why not civil engineering and why data analyst?,29-Aug-16
Data Analyst(Software Services) at eClerx was asked...,Q: Sql related question..,4-Apr-17
Data Analyst at Bidgely was asked...,Probabilty mainly,6-Jun-17
Data Analyst at Datamatics Global Services was asked...,Write the name of 7 OSI Layers present in an OSI Model?,8-Aug-17
Data Analyst at Datamatics Global Services was asked...,On a scale of 1 to 10 rate yourself in Java.,8-Aug-17
Data Analyst at Innointel was asked...,"basics of Machine learning, data structure, python.",7-Jan-18
Data Analyst at AntiZ Technologies was asked...,What tools and software you used in your undergrad project ??,11-Mar-18
Data Analyst at The Smart Cube was asked...,commitment to the company questionss,20-Mar-18
